Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo1113,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Rhodobiaceae; __Amorphus; __Amorphus coralli,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Rhodobiaceae,__Amorphus,__Amorphus coralli,1,1,NR_043544.1,NA,NA,5,3,1,2,1,3,3,5,5,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0
denovo1114,Bacteria; __Firmicutes; __Bacilli; __Lactobacillales; __Enterococcaceae; __Enterococcus; __Enterococcus cecorum,Bacteria,__Firmicutes,__Bacilli,__Lactobacillales,__Enterococcaceae,__Enterococcus,__Enterococcus cecorum,1,1,NR_113923.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
denovo1115,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Albimonas; __Albimonas pacifica,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodobacterales,__Rhodobacteraceae,__Albimonas,__Albimonas pacifica,1,1,NR_109516.1,NA,NA,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1116,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
denovo1117,Bacteria; __Actinobacteria; __Rubrobacteria; __Gaiellales; __Gaiellaceae; __Gaiella; __Gaiella occulta,Bacteria,__Actinobacteria,__Rubrobacteria,__Gaiellales,__Gaiellaceae,__Gaiella,__Gaiella occulta,1,1,NR_118138.1,NA,NA,0,0,1,0,1,1,1,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
denovo1118,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Ohtaekwangia; __Ohtaekwangia koreensis,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Cytophagaceae,__Ohtaekwangia,__Ohtaekwangia koreensis,1,1,NR_117435.1,NA,NA,0,0,0,0,0,1,2,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
denovo1119,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Burkholderiaceae; __Robbsia; __Robbsia andropogonis,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Burkholderiaceae,__Robbsia,__Robbsia andropogonis,1,1,NR_104960.1,NA,NA,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1120,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Peptostreptococcaceae; __Peptostreptococcus; __Peptostreptococcus russellii,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Peptostreptococcaceae,__Peptostreptococcus,__Peptostreptococcus russellii,1,1,NR_115155.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
denovo1121,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Bacillus; __Bacillus cucumis,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Bacillaceae,__Bacillus,__Bacillus cucumis,1,1,NR_148626.1,NA,NA,0,0,2,1,2,4,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
denovo1122,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
denovo1123,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Chondromyces; __Chondromyces apiculatus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Chondromyces,__Chondromyces apiculatus,1,1,NR_025344.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
denovo1124,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Rhodobiaceae; __Parvibaculum; __Parvibaculum lavamentivorans,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Rhodobiaceae,__Parvibaculum,__Parvibaculum lavamentivorans,1,1,NR_074262.1,NA,NA,2,0,1,0,3,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0
denovo1125,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Xanthomonadaceae; __Lysobacter; __Lysobacter dokdonensis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Xanthomonadales,__Xanthomonadaceae,__Lysobacter,__Lysobacter dokdonensis,1,1,NR_115948.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
denovo1126,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
denovo1127,Bacteria; __Chloroflexi; __Ktedonobacteria; __Ktedonobacterales; __Ktedonobacteraceae; __Ktedonobacter; __Ktedonobacter racemifer,Bacteria,__Chloroflexi,__Ktedonobacteria,__Ktedonobacterales,__Ktedonobacteraceae,__Ktedonobacter,__Ktedonobacter racemifer,1,1,NR_112949.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0
denovo1128,Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Sphingobacteriaceae; __Olivibacter; __Olivibacter terrae,Bacteria,__Bacteroidetes,__Sphingobacteriia,__Sphingobacteriales,__Sphingobacteriaceae,__Olivibacter,__Olivibacter terrae,1,1,NR_041502.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
denovo1129,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Halomonadaceae; __Zymobacter; __Zymobacter palmae,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Oceanospirillales,__Halomonadaceae,__Zymobacter,__Zymobacter palmae,1,1,NR_114073.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
denovo1130,Bacteria; __Gemmatimonadetes; __Gemmatimonadetes; __Gemmatimonadales; __Gemmatimonadaceae; __Roseisolibacter; __Roseisolibacter agri,Bacteria,__Gemmatimonadetes,__Gemmatimonadetes,__Gemmatimonadales,__Gemmatimonadaceae,__Roseisolibacter,__Roseisolibacter agri,1,1,NR_163645.1,NA,NA,7,2,1,1,4,2,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
denovo1131,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,3,2,0,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
denovo1132,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella; __Aquicella siphonis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Legionellales,__Coxiellaceae,__Aquicella,__Aquicella siphonis,1,1,NR_025764.1,NA,NA,0,1,3,2,2,1,0,2,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0
denovo1133,Bacteria; __Planctomycetes; __Phycisphaerae; __Tepidisphaerales; __Tepidisphaeraceae; __Tepidisphaera; __Tepidisphaera mucosa,Bacteria,__Planctomycetes,__Phycisphaerae,__Tepidisphaerales,__Tepidisphaeraceae,__Tepidisphaera,__Tepidisphaera mucosa,1,1,NR_148582.1,NA,NA,1,0,0,2,1,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
denovo1134,Bacteria; __Verrucomicrobia; __Spartobacteria; __; __; __Terrimicrobium; __Terrimicrobium sacchariphilum,Bacteria,__Verrucomicrobia,__Spartobacteria,__,__,__Terrimicrobium,__Terrimicrobium sacchariphilum,1,1,NR_133878.1,NA,NA,1,1,1,1,3,0,0,3,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
denovo1135,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,2,0,0,1,1,2,2,1,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0
denovo1136,Bacteria; __Proteobacteria; __Oligoflexia; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __Bdellovibrio exovorus,Bacteria,__Proteobacteria,__Oligoflexia,__Bdellovibrionales,__Bdellovibrionaceae,__Bdellovibrio,__Bdellovibrio exovorus,1,1,NR_102876.1,NA,NA,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1137,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,1,1,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
denovo1138,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,3,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
denovo1139,Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Flavobacterium; __Flavobacterium urocaniciphilum,Bacteria,__Bacteroidetes,__Flavobacteriia,__Flavobacteriales,__Flavobacteriaceae,__Flavobacterium,__Flavobacterium urocaniciphilum,1,1,NR_125467.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
denovo1140,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Hungateiclostridiaceae; __Ruminiclostridium; __Ruminiclostridium cellulolyticum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Hungateiclostridiaceae,__Ruminiclostridium,__Ruminiclostridium cellulolyticum,1,1,NG_041947.1,NA,NA,0,1,0,2,1,7,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
denovo1141,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,1,5,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1142,Bacteria; __Actinobacteria; __Actinobacteria; __Propionibacteriales; __Nocardioidaceae; __Nocardioides; __Nocardioides hungaricus,Bacteria,__Actinobacteria,__Actinobacteria,__Propionibacteriales,__Nocardioidaceae,__Nocardioides,__Nocardioides hungaricus,1,1,NR_115097.1,NA,NA,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1143,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12
denovo1144,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Ferruginibacter; __Ferruginibacter lapsinanis,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Ferruginibacter,__Ferruginibacter lapsinanis,1,1,NR_044589.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
denovo1145,Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Ilumatobacteraceae; __Ilumatobacter; __Ilumatobacter fluminis,Bacteria,__Actinobacteria,__Acidimicrobiia,__Acidimicrobiales,__Ilumatobacteraceae,__Ilumatobacter,__Ilumatobacter fluminis,1,1,NR_041633.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,8
denovo1146,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,4,8,1,5,0,0,0,0,0,0,0,0,0
denovo1147,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Lachnospiraceae; __Blautia; __Blautia schinkii,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Lachnospiraceae,__Blautia,__Blautia schinkii,1,1,NR_026312.1,NA,NA,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
denovo1148,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Rhizorhabdus; __Rhizorhabdus argentea,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Rhizorhabdus,__Rhizorhabdus argentea,1,1,NR_133845.1,NA,NA,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1149,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1150,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,5,0,2,0,2,2,1,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0
denovo1151,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,3,3,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
denovo1152,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,1,2,2,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
denovo1153,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,1,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0
denovo1154,Bacteria; __Verrucomicrobia; __Opitutae; __Opitutales; __Opitutaceae; __Opitutus; __Opitutus terrae,Bacteria,__Verrucomicrobia,__Opitutae,__Opitutales,__Opitutaceae,__Opitutus,__Opitutus terrae,1,1,NR_074978.1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,3,2,6,0,0,0,0,0,0,6,0,1
denovo1155,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Chitinophaga; __Chitinophaga barathri,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Chitinophaga,__Chitinophaga barathri,1,1,NR_145663.1,NA,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
denovo1156,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0
denovo1157,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Hungateiclostridiaceae; __Thermoclostridium; __Thermoclostridium stercorarium,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Hungateiclostridiaceae,__Thermoclostridium,__Thermoclostridium stercorarium,1,1,NR_102513.1,NA,NA,0,0,1,9,0,3,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
denovo1158,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Steroidobacteraceae; __Steroidobacter; __Steroidobacter denitrificans,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Steroidobacteraceae,__Steroidobacter,__Steroidobacter denitrificans,1,1,NR_044309.1,NA,NA,0,0,0,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1159,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Archangiaceae; __Vitiosangium; __Vitiosangium cumulatum,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Archangiaceae,__Vitiosangium,__Vitiosangium cumulatum,1,1,NR_156939.1,NA,NA,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
denovo1160,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,2,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1161,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1162,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Thioprofundaceae; __Thioprofundum; __Thioprofundum lithotrophicum,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Chromatiales,__Thioprofundaceae,__Thioprofundum,__Thioprofundum lithotrophicum,1,1,NR_112829.1,NA,NA,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
denovo1163,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
denovo1164,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Massilia; __Massilia pinisoli,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Oxalobacteraceae,__Massilia,__Massilia pinisoli,1,1,NR_152009.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
denovo1165,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Kordiimonadales; __Kordiimonadaceae; __Kordiimonas; __Kordiimonas aestuarii,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Kordiimonadales,__Kordiimonadaceae,__Kordiimonas,__Kordiimonas aestuarii,1,1,NR_109376.1,NA,NA,1,2,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1166,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Desulfovibrionales; __Desulfovibrionaceae; __Desulfovibrio; __Desulfovibrio cuneatus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Desulfovibrionales,__Desulfovibrionaceae,__Desulfovibrio,__Desulfovibrio cuneatus,1,1,NR_036969.1,NA,NA,5,10,0,0,0,0,0,0,0,0,2,1,5,5,3,0,0,0,0,0,0,0,0,0
denovo1167,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Racemicystis; __Racemicystis persica,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Racemicystis,__Racemicystis persica,1,1,NR_156102.1,NA,NA,0,0,1,0,1,0,4,0,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0
denovo1168,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __; __Chryseolinea; __Chryseolinea soli,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__,__Chryseolinea,__Chryseolinea soli,1,1,NR_165708.1,NA,NA,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
denovo1169,Bacteria; __Proteobacteria; __Alphaproteobacteria; __; __; __Polymorphum; __Polymorphum gilvum,Bacteria,__Proteobacteria,__Alphaproteobacteria,__,__,__Polymorphum,__Polymorphum gilvum,1,1,NR_074240.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
denovo1170,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1171,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __Rickettsiaceae; __Rickettsia; __Rickettsia canadensis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rickettsiales,__Rickettsiaceae,__Rickettsia,__Rickettsia canadensis,1,1,NR_029155.1,NA,NA,2,1,2,1,3,2,0,0,1,1,2,3,0,4,2,0,0,0,0,0,0,0,0,0
denovo1172,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0
denovo1173,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobiaceae; __Prosthecobacter; __Prosthecobacter vanneervenii,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobiaceae,__Prosthecobacter,__Prosthecobacter vanneervenii,1,1,NR_026022.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1
denovo1174,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
denovo1175,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Edaphobaculum; __Edaphobaculum flavum,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Edaphobaculum,__Edaphobaculum flavum,1,1,NR_159123.1,NA,NA,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1176,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,3,5,2,3,1,0,2,0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0
denovo1177,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,3,3,0,1,2,1,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0
denovo1178,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
denovo1179,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Thermoguttaceae; __Thermostilla; __Thermostilla marina,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Thermoguttaceae,__Thermostilla,__Thermostilla marina,1,1,NR_148598.1,NA,NA,0,1,1,1,2,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
denovo1180,Bacteria; __Bacteroidetes; __Bacteroidia; __Marinilabiliales; __Marinilabiliaceae; __Geofilum; __Geofilum rhodophaeum,Bacteria,__Bacteroidetes,__Bacteroidia,__Marinilabiliales,__Marinilabiliaceae,__Geofilum,__Geofilum rhodophaeum,1,1,NR_158091.1,NA,NA,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1181,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1182,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,1,0,1,0,4,0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0
denovo1183,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
denovo1184,Bacteria; __Proteobacteria; __Oligoflexia; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __Bdellovibrio bacteriovorus,Bacteria,__Proteobacteria,__Oligoflexia,__Bdellovibrionales,__Bdellovibrionaceae,__Bdellovibrio,__Bdellovibrio bacteriovorus,1,1,NR_027553.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,0,0,0,0,0,0,0,0,0
denovo1185,Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Sphingobacteriaceae; __Solitalea; __Solitalea koreensis,Bacteria,__Bacteroidetes,__Sphingobacteriia,__Sphingobacteriales,__Sphingobacteriaceae,__Solitalea,__Solitalea koreensis,1,1,NR_044568.1,NA,NA,0,2,1,3,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1186,Bacteria; __Proteobacteria; __Oligoflexia; __Bacteriovoracales; __Bacteriovoracaceae; __Peredibacter; __Peredibacter starrii,Bacteria,__Proteobacteria,__Oligoflexia,__Bacteriovoracales,__Bacteriovoracaceae,__Peredibacter,__Peredibacter starrii,1,1,NR_024943.1,NA,NA,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
denovo1187,Bacteria; __Actinobacteria; __Thermoleophilia; __Solirubrobacterales; __Patulibacteraceae; __Patulibacter; __Patulibacter brassicae,Bacteria,__Actinobacteria,__Thermoleophilia,__Solirubrobacterales,__Patulibacteraceae,__Patulibacter,__Patulibacter brassicae,1,1,NR_153670.1,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
denovo1188,Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Nitrosomonadaceae; __Nitrosospira; __Nitrosospira multiformis,Bacteria,__Proteobacteria,__Betaproteobacteria,__Nitrosomonadales,__Nitrosomonadaceae,__Nitrosospira,__Nitrosospira multiformis,1,1,NR_074736.1,NA,NA,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1189,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Fimbriiglobus; __Fimbriiglobus ruber,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Fimbriiglobus,__Fimbriiglobus ruber,1,1,NR_148575.1,NA,NA,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
